domain,phylum,order,class,family,genus,reads,sample
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Propionibacterium,76,22001612560572
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Microlunatus,60,22001612560572
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Acidipropionibacterium,56,22001612560572
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Cutibacterium,36,22001612560572
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Propionimicrobium,20,22001612560572
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Auraticoccus,13,22001612560572
Bacteria,Actinobacteria,Micromonosporales,Actinobacteria,Micromonosporaceae,Micromonospora,374,22001612560572
Bacteria,Actinobacteria,Micromonosporales,Actinobacteria,Micromonosporaceae,Actinoplanes,226,22001612560572
Bacteria,Actinobacteria,Micromonosporales,Actinobacteria,Micromonosporaceae,Plantactinospora,42,22001612560572
Bacteria,Actinobacteria,Micromonosporales,Actinobacteria,Micromonosporaceae,Salinispora,26,22001612560572
Bacteria,Actinobacteria,Micromonosporales,Actinobacteria,Micromonosporaceae,Verrucosispora,11,22001612560572
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Amycolatopsis,144,22001612560572
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Pseudonocardia,106,22001612560572
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Saccharomonospora,82,22001612560572
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Actinosynnema,58,22001612560572
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Kutzneria,39,22001612560572
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Actinoalloteichus,35,22001612560572
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Kibdelosporangium,36,22001612560572
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Saccharopolyspora,31,22001612560572
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Lentzea,30,22001612560572
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Saccharothrix,29,22001612560572
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Allokutzneria,23,22001612560572
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Alloactinosynnema,13,22001612560572
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Prauserella,10,22001612560572
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Actinomyces,336,22001612560572
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Schaalia,137,22001612560572
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Trueperella,63,22001612560572
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Arcanobacterium,18,22001612560572
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Flaviflexus,14,22001612560572
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Actinobaculum,13,22001612560572
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Actinotignum,12,22001612560572
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Mobiluncus,11,22001612560572
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Streptosporangiaceae,Streptosporangium,77,22001612560572
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Streptosporangiaceae,Nonomuraea,42,22001612560572
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Thermomonosporaceae,Actinomadura,76,22001612560572
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Thermomonosporaceae,Thermomonospora,23,22001612560572
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Nocardiopsaceae,Nocardiopsis,64,22001612560572
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Nocardiopsaceae,Streptomonospora,20,22001612560572
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Nocardiopsaceae,Thermobifida,12,22001612560572
Bacteria,Actinobacteria,Frankiales,Actinobacteria,Frankiaceae,Frankia,103,22001612560572
Bacteria,Actinobacteria,Frankiales,Actinobacteria,Frankiaceae,Jatrophihabitans,34,22001612560572
Bacteria,Actinobacteria,Glycomycetales,Actinobacteria,Glycomycetaceae,Stackebrandtia,29,22001612560572
Bacteria,Actinobacteria,Glycomycetales,Actinobacteria,Glycomycetaceae,Salilacibacter,12,22001612560572
Bacteria,Actinobacteria,Catenulisporales,Actinobacteria,Catenulisporaceae,Catenulispora,36,22001612560572
Bacteria,Actinobacteria,,Actinobacteria,,Thermobispora,33,22001612560572
Bacteria,Actinobacteria,Geodermatophilales,Actinobacteria,Geodermatophilaceae,Geodermatophilus,18,22001612560572
Bacteria,Actinobacteria,Geodermatophilales,Actinobacteria,Geodermatophilaceae,Blastococcus,14,22001612560572
Bacteria,Actinobacteria,Nakamurellales,Actinobacteria,Nakamurellaceae,Nakamurella,32,22001612560572
Bacteria,Actinobacteria,Jiangellales,Actinobacteria,Jiangellaceae,Jiangella,27,22001612560572
Bacteria,Actinobacteria,Candidatus Nanopelagicales,Actinobacteria,Candidatus Nanopelagicaceae,Candidatus Planktophila,27,22001612560572
Bacteria,Actinobacteria,Acidothermales,Actinobacteria,Acidothermaceae,Acidothermus,15,22001612560572
Bacteria,Actinobacteria,Kineosporiales,Actinobacteria,Kineosporiaceae,Kineococcus,10,22001612560572
Bacteria,Actinobacteria,Rubrobacterales,Rubrobacteria,Rubrobacteraceae,Rubrobacter,63,22001612560572
Bacteria,Actinobacteria,Rubrobacterales,Rubrobacteria,Baekduiaceae,Baekduia,18,22001612560572
Bacteria,Actinobacteria,Euzebyales,Nitriliruptoria,Euzebyaceae,Euzebya,31,22001612560572
Bacteria,Actinobacteria,Egibacterales,Nitriliruptoria,Egibacteraceae,Egibacter,13,22001612560572
Bacteria,Actinobacteria,Egicoccales,Nitriliruptoria,Egicoccaceae,Egicoccus,10,22001612560572
Bacteria,Actinobacteria,Solirubrobacterales,Thermoleophilia,Conexibacteraceae,Conexibacter,41,22001612560572
Bacteria,Cyanobacteria,Synechococcales,,Synechococcaceae,Synechococcus,244,22001612560572
Bacteria,Cyanobacteria,Synechococcales,,Synechococcaceae,Cyanobium,44,22001612560572
Bacteria,Cyanobacteria,Synechococcales,,Leptolyngbyaceae,Leptolyngbya,42,22001612560572
Bacteria,Cyanobacteria,Synechococcales,,Prochloraceae,Prochlorococcus,33,22001612560572
Bacteria,Cyanobacteria,Synechococcales,,Chamaesiphonaceae,Chamaesiphon,22,22001612560572
Bacteria,Cyanobacteria,Synechococcales,,Merismopediaceae,Synechocystis,14,22001612560572
Bacteria,Cyanobacteria,Synechococcales,,Pseudanabaenaceae,Pseudanabaena,12,22001612560572
Bacteria,Cyanobacteria,Synechococcales,,Prochlorotrichaceae,Halomicronema,10,22001612560572
Bacteria,Cyanobacteria,Nostocales,,Nostocaceae,Nostoc,69,22001612560572
Bacteria,Cyanobacteria,Nostocales,,Nostocaceae,Trichormus,21,22001612560572
Bacteria,Cyanobacteria,Nostocales,,Nostocaceae,Anabaena,36,22001612560572
Bacteria,Cyanobacteria,Nostocales,,Rivulariaceae,Calothrix,68,22001612560572
Bacteria,Cyanobacteria,Nostocales,,Rivulariaceae,Rivularia,11,22001612560572
Bacteria,Cyanobacteria,Nostocales,,Aphanizomenonaceae,Sphaerospermopsis,26,22001612560572
Bacteria,Cyanobacteria,Nostocales,,Aphanizomenonaceae,Nodularia,11,22001612560572
Bacteria,Cyanobacteria,Nostocales,,Hapalosiphonaceae,Fischerella,12,22001612560572
Bacteria,Cyanobacteria,Chroococcales,,Chroococcaceae,Geminocystis,38,22001612560572
Bacteria,Cyanobacteria,Chroococcales,,Aphanothecaceae,Gloeothece,19,22001612560572
Bacteria,Cyanobacteria,Chroococcales,,Microcystaceae,Microcystis,15,22001612560572
Bacteria,Cyanobacteria,Oscillatoriales,,Cyanothecaceae,Cyanothece,21,22001612560572
Bacteria,Cyanobacteria,Oscillatoriales,,Coleofasciculaceae,Geitlerinema,14,22001612560572
Bacteria,Cyanobacteria,Oscillatoriales,,Oscillatoriaceae,Oscillatoria,10,22001612560572
Bacteria,Cyanobacteria,Gloeobacterales,Gloeobacteria,Gloeobacteraceae,Gloeobacter,38,22001612560572
Bacteria,Cyanobacteria,Pleurocapsales,,Dermocarpellaceae,Stanieria,17,22001612560572
Bacteria,Deinococcus-Thermus,Deinococcales,Deinococci,Deinococcaceae,Deinococcus,383,22001612560572
Bacteria,Deinococcus-Thermus,Deinococcales,Deinococci,Trueperaceae,Truepera,23,22001612560572
Bacteria,Deinococcus-Thermus,Thermales,Deinococci,Thermaceae,Thermus,69,22001612560572
Bacteria,Deinococcus-Thermus,Thermales,Deinococci,Thermaceae,Meiothermus,36,22001612560572
Bacteria,Deinococcus-Thermus,Thermales,Deinococci,Thermaceae,Oceanithermus,20,22001612560572
Bacteria,Deinococcus-Thermus,Thermales,Deinococci,Thermaceae,Marinithermus,10,22001612560572
Bacteria,Chloroflexi,Dehalococcoidales,Dehalococcoidia,Dehalococcoidaceae,Dehalococcoides,181,22001612560572
Bacteria,Chloroflexi,,Dehalococcoidia,,Dehalogenimonas,73,22001612560572
Bacteria,Chloroflexi,Chloroflexales,Chloroflexia,Roseiflexaceae,Roseiflexus,58,22001612560572
Bacteria,Chloroflexi,Chloroflexales,Chloroflexia,Chloroflexaceae,Chloroflexus,13,22001612560572
Bacteria,Chloroflexi,Anaerolineales,Anaerolineae,Anaerolineaceae,Anaerolinea,28,22001612560572
Bacteria,Chloroflexi,Anaerolineales,Anaerolineae,Anaerolineaceae,Pelolinea,25,22001612560572
Bacteria,Chloroflexi,Anaerolineales,Anaerolineae,Anaerolineaceae,Brevefilum,13,22001612560572
Bacteria,Chloroflexi,Ardenticatenales,Ardenticatenia,Ardenticatenaceae,Candidatus Promineofilum,40,22001612560572
Bacteria,Chloroflexi,Caldilineales,Caldilineae,Caldilineaceae,Caldilinea,38,22001612560572
Bacteria,Chloroflexi,Sphaerobacterales,Thermomicrobia,Sphaerobacteraceae,Sphaerobacter,38,22001612560572
Bacteria,Tenericutes,Mycoplasmatales,Mollicutes,Mycoplasmataceae,Mycoplasma,180,22001612560572
Bacteria,Tenericutes,Acholeplasmatales,Mollicutes,Acholeplasmataceae,Acholeplasma,73,22001612560572
Bacteria,Tenericutes,Acholeplasmatales,Mollicutes,Acholeplasmataceae,Candidatus Phytoplasma,13,22001612560572
Bacteria,Tenericutes,Entomoplasmatales,Mollicutes,Spiroplasmataceae,Spiroplasma,61,22001612560572
Bacteria,Tenericutes,Entomoplasmatales,Mollicutes,Entomoplasmataceae,Mesoplasma,21,22001612560572
Bacteria,Armatimonadetes,Chthonomonadales,Chthonomonadetes,Chthonomonadaceae,Chthonomonas,11,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Bacteroidaceae,Bacteroides,334012,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Rikenellaceae,Alistipes,160866,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Rikenellaceae,Mucinivorans,43,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Tannerellaceae,Parabacteroides,34562,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Tannerellaceae,Tannerella,287,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Prevotellaceae,Paraprevotella,13677,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Prevotellaceae,Prevotella,943,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Prevotellaceae,Alloprevotella,86,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Odoribacteraceae,Odoribacter,5305,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Odoribacteraceae,Butyricimonas,5297,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Barnesiellaceae,Barnesiella,1207,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Muribaculaceae,Muribaculum,616,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Muribaculaceae,Duncaniella,139,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Porphyromonadaceae,Porphyromonas,237,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Porphyromonadaceae,Petrimonas,128,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Porphyromonadaceae,Fermentimonas,27,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Paludibacteraceae,Paludibacter,96,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Dysgonamonadaceae,Proteiniphilum,76,22001612560572
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,,Candidatus Azobacteroides,16,22001612560572
Bacteria,Bacteroidetes,Marinilabiliales,Bacteroidia,Prolixibacteraceae,Draconibacterium,36,22001612560572
Bacteria,Bacteroidetes,Marinilabiliales,Bacteroidia,Salinivirgaceae,Salinivirga,35,22001612560572
Bacteria,Bacteroidetes,Marinilabiliales,Bacteroidia,Marinilabiliaceae,Alkalitalea,22,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Chryseobacterium,493,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Flavobacterium,346,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Capnocytophaga,132,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Elizabethkingia,163,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Gramella,70,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Polaribacter,60,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Nonlabens,52,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Tenacibaculum,50,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Formosa,39,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Maribacter,39,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Muricauda,25,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Robiginitalea,24,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Dokdonia,24,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Winogradskyella,25,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Aequorivita,23,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Lacinutrix,25,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Aquimarina,19,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Myroides,19,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Flavivirga,17,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Riemerella,17,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Salegentibacter,19,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Antarcticibacterium,15,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Zunongwangia,22,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Muriicola,13,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Empedobacter,14,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Apibacter,13,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Mariniflexile,12,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Gilvibacter,12,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Cellulophaga,12,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Zobellia,12,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Arenibacter,12,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Euzebyella,15,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Lutibacter,12,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Aureitalea,11,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Psychroflexus,11,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Kordia,10,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Blattabacteriaceae,Blattabacterium,24,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Crocinitomicaceae,Fluviicola,14,22001612560572
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Cryomorphaceae,Owenweeksia,11,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Hymenobacteraceae,Hymenobacter,347,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Hymenobacteraceae,Pontibacter,64,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Hymenobacteraceae,Rufibacter,44,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Cytophagaceae,Spirosoma,101,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Cytophagaceae,Fibrella,48,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Cytophagaceae,Dyadobacter,44,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Cytophagaceae,Runella,33,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Cytophagaceae,Arcticibacterium,13,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Cytophagaceae,Pseudarcicella,12,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Cytophagaceae,Leadbetterella,12,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Cytophagaceae,Cytophaga,10,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Cyclobacteriaceae,Echinicola,77,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Cyclobacteriaceae,Cyclobacterium,17,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Cyclobacteriaceae,Algoriphagus,14,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Cyclobacteriaceae,Belliella,13,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Cyclobacteriaceae,Aquiflexum,37,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Flammeovirgaceae,Flammeovirga,25,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Flammeovirgaceae,Fabibacter,13,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,,Chryseolinea,25,22001612560572
Bacteria,Bacteroidetes,Cytophagales,Cytophagia,Bernardetiaceae,Bernardetia,12,22001612560572
Bacteria,Bacteroidetes,Sphingobacteriales,Sphingobacteriia,Sphingobacteriaceae,Mucilaginibacter,198,22001612560572
Bacteria,Bacteroidetes,Sphingobacteriales,Sphingobacteriia,Sphingobacteriaceae,Pedobacter,158,22001612560572
Bacteria,Bacteroidetes,Sphingobacteriales,Sphingobacteriia,Sphingobacteriaceae,Sphingobacterium,150,22001612560572
Bacteria,Bacteroidetes,Sphingobacteriales,Sphingobacteriia,Sphingobacteriaceae,Anseongella,25,22001612560572
Bacteria,Bacteroidetes,Sphingobacteriales,Sphingobacteriia,Sphingobacteriaceae,Pseudopedobacter,15,22001612560572
Bacteria,Bacteroidetes,Sphingobacteriales,Sphingobacteriia,Sphingobacteriaceae,Solitalea,12,22001612560572
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Chitinophaga,92,22001612560572
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Flavisolibacter,56,22001612560572
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Arachidicoccus,40,22001612560572
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Niabella,36,22001612560572
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Niastella,25,22001612560572
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Pseudoflavitalea,24,22001612560572
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Filimonas,23,22001612560572
Bacteria,Bacteroidetes,Chitinophagales,Chitinophagia,Chitinophagaceae,Pseudobacter,18,22001612560572
