domain,phylum,order,class,family,genus,reads,sample
Bacteria,Cyanobacteria,Chroococcales,,Aphanothecaceae,Crocosphaera,10,22001612560936
Bacteria,Cyanobacteria,Chroococcales,,Chroococcaceae,Geminocystis,22,22001612560936
Bacteria,Cyanobacteria,Chroococcales,,Chroococcaceae,Chondrocystis,13,22001612560936
Bacteria,Cyanobacteria,Chroococcales,,Microcystaceae,Microcystis,12,22001612560936
Bacteria,Cyanobacteria,Oscillatoriales,,Gomontiellaceae,Crinalium,17,22001612560936
Bacteria,Cyanobacteria,Oscillatoriales,,Coleofasciculaceae,Geitlerinema,12,22001612560936
Bacteria,Cyanobacteria,Gloeobacterales,Gloeobacteria,Gloeobacteraceae,Gloeobacter,41,22001612560936
Bacteria,Cyanobacteria,Pleurocapsales,,Dermocarpellaceae,Stanieria,18,22001612560936
Bacteria,Deinococcus-Thermus,Deinococcales,Deinococci,Deinococcaceae,Deinococcus,254,22001612560936
Bacteria,Deinococcus-Thermus,Thermales,Deinococci,Thermaceae,Thermus,33,22001612560936
Bacteria,Deinococcus-Thermus,Thermales,Deinococci,Thermaceae,Meiothermus,22,22001612560936
Bacteria,Deinococcus-Thermus,Thermales,Deinococci,Thermaceae,Oceanithermus,15,22001612560936
Bacteria,Deinococcus-Thermus,Thermales,Deinococci,Thermaceae,Marinithermus,12,22001612560936
Bacteria,Tenericutes,Mycoplasmatales,Mollicutes,Mycoplasmataceae,Mycoplasma,148,22001612560936
Bacteria,Tenericutes,Acholeplasmatales,Mollicutes,Acholeplasmataceae,Acholeplasma,75,22001612560936
Bacteria,Tenericutes,Entomoplasmatales,Mollicutes,Spiroplasmataceae,Spiroplasma,44,22001612560936
Bacteria,Tenericutes,Entomoplasmatales,Mollicutes,Entomoplasmataceae,Mesoplasma,17,22001612560936
Bacteria,Chloroflexi,Dehalococcoidales,Dehalococcoidia,Dehalococcoidaceae,Dehalococcoides,26,22001612560936
Bacteria,Chloroflexi,,Dehalococcoidia,,Dehalogenimonas,25,22001612560936
Bacteria,Chloroflexi,Anaerolineales,Anaerolineae,Anaerolineaceae,Brevefilum,13,22001612560936
Bacteria,Chloroflexi,Anaerolineales,Anaerolineae,Anaerolineaceae,Pelolinea,12,22001612560936
Bacteria,Chloroflexi,Anaerolineales,Anaerolineae,Anaerolineaceae,Anaerolinea,11,22001612560936
Bacteria,Chloroflexi,Ardenticatenales,Ardenticatenia,Ardenticatenaceae,Candidatus Promineofilum,31,22001612560936
Bacteria,Chloroflexi,Chloroflexales,Chloroflexia,Roseiflexaceae,Roseiflexus,19,22001612560936
Bacteria,Chloroflexi,Chloroflexales,Chloroflexia,Chloroflexaceae,Chloroflexus,10,22001612560936
Bacteria,Chloroflexi,Caldilineales,Caldilineae,Caldilineaceae,Caldilinea,20,22001612560936
Bacteria,Chloroflexi,Sphaerobacterales,Thermomicrobia,Sphaerobacteraceae,Sphaerobacter,12,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Enterobacter,340,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Klebsiella,352,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Citrobacter,179,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Escherichia,346,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Salmonella,178,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Cronobacter,85,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Kosakonia,43,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Cedecea,44,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Raoultella,89,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Lelliottia,32,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Pluralibacter,32,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Leclercia,27,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Yersiniaceae,Serratia,250,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Yersiniaceae,Yersinia,110,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Yersiniaceae,Nissabacter,36,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Yersiniaceae,Rahnella,27,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Erwiniaceae,Pantoea,168,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Erwiniaceae,Erwinia,104,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Erwiniaceae,Mixta,18,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Erwiniaceae,Buchnera,11,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Erwiniaceae,Tatumella,10,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Pectobacteriaceae,Dickeya,117,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Pectobacteriaceae,Pectobacterium,73,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Pectobacteriaceae,Brenneria,28,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Pectobacteriaceae,Sodalis,15,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Morganellaceae,Morganella,54,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Morganellaceae,Providencia,49,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Morganellaceae,Proteus,37,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Morganellaceae,Xenorhabdus,31,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Morganellaceae,Arsenophonus,28,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Morganellaceae,Photorhabdus,20,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Hafniaceae,Edwardsiella,51,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Hafniaceae,Hafnia,21,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,,Phytobacter,36,22001612560936
Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria,Budviciaceae,Pragia,19,22001612560936
Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas,1722,22001612560936
Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria,Pseudomonadaceae,Azotobacter,38,22001612560936
Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria,Moraxellaceae,Acinetobacter,285,22001612560936
Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria,Moraxellaceae,Moraxella,28,22001612560936
Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria,Moraxellaceae,Psychrobacter,32,22001612560936
Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria,Xanthomonadaceae,Xanthomonas,299,22001612560936
Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria,Xanthomonadaceae,Stenotrophomonas,160,22001612560936
Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria,Xanthomonadaceae,Lysobacter,81,22001612560936
Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria,Xanthomonadaceae,Luteimonas,58,22001612560936
Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria,Xanthomonadaceae,Pseudoxanthomonas,36,22001612560936
Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria,Rhodanobacteraceae,Luteibacter,24,22001612560936
Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria,Rhodanobacteraceae,Dyella,25,22001612560936
Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria,Rhodanobacteraceae,Rhodanobacter,14,22001612560936
Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria,Rhodanobacteraceae,Frateuria,11,22001612560936
Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria,Alteromonadaceae,Marinobacter,101,22001612560936
Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria,Alteromonadaceae,Alteromonas,55,22001612560936
Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria,Alteromonadaceae,Glaciecola,25,22001612560936
Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria,Alteromonadaceae,Lacimicrobium,19,22001612560936
Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria,Alteromonadaceae,Salinimonas,20,22001612560936
Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria,Shewanellaceae,Shewanella,199,22001612560936
Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria,Pseudoalteromonadaceae,Pseudoalteromonas,154,22001612560936
Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria,Colwelliaceae,Colwellia,25,22001612560936
Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria,Colwelliaceae,Thalassotalea,23,22001612560936
Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria,Psychromonadaceae,Psychromonas,10,22001612560936
Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria,Aeromonadaceae,Aeromonas,442,22001612560936
Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria,Aeromonadaceae,Tolumonas,26,22001612560936
Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria,Aeromonadaceae,Zobellella,19,22001612560936
Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria,Vibrionaceae,Vibrio,309,22001612560936
Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria,Vibrionaceae,Photobacterium,42,22001612560936
Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria,Vibrionaceae,Aliivibrio,22,22001612560936
Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria,Vibrionaceae,Grimontia,18,22001612560936
Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria,Halomonadaceae,Halomonas,170,22001612560936
Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria,Halomonadaceae,Kushneria,32,22001612560936
Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria,Oceanospirillaceae,Marinomonas,26,22001612560936
Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria,Oceanospirillaceae,Marinobacterium,17,22001612560936
Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria,Oceanospirillaceae,Bacterioplanes,12,22001612560936
Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria,Alcanivoracaceae,Alcanivorax,41,22001612560936
Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria,Hahellaceae,Hahella,20,22001612560936
Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria,Saccharospirillaceae,Gynuella,16,22001612560936
Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria,Endozoicomonadaceae,Endozoicomonas,11,22001612560936
Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria,Pasteurellaceae,Haemophilus,135,22001612560936
Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria,Pasteurellaceae,Pasteurella,71,22001612560936
Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria,Pasteurellaceae,Mannheimia,33,22001612560936
Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria,Pasteurellaceae,Actinobacillus,25,22001612560936
Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria,Pasteurellaceae,Aggregatibacter,18,22001612560936
Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria,Pasteurellaceae,Histophilus,19,22001612560936
Bacteria,Proteobacteria,Chromatiales,Gammaproteobacteria,Ectothiorhodospiraceae,Thioalkalivibrio,65,22001612560936
Bacteria,Proteobacteria,Chromatiales,Gammaproteobacteria,Ectothiorhodospiraceae,Acidihalobacter,45,22001612560936
Bacteria,Proteobacteria,Chromatiales,Gammaproteobacteria,Ectothiorhodospiraceae,Ectothiorhodospira,20,22001612560936
Bacteria,Proteobacteria,Chromatiales,Gammaproteobacteria,Ectothiorhodospiraceae,Halorhodospira,18,22001612560936
Bacteria,Proteobacteria,Chromatiales,Gammaproteobacteria,Ectothiorhodospiraceae,Alkalilimnicola,10,22001612560936
Bacteria,Proteobacteria,Chromatiales,Gammaproteobacteria,Chromatiaceae,Thioflavicoccus,16,22001612560936
Bacteria,Proteobacteria,Chromatiales,Gammaproteobacteria,Chromatiaceae,Nitrosococcus,20,22001612560936
Bacteria,Proteobacteria,Chromatiales,Gammaproteobacteria,Granulosicoccaceae,Granulosicoccus,11,22001612560936
Bacteria,Proteobacteria,Chromatiales,Gammaproteobacteria,Halothiobacillaceae,Halothiobacillus,10,22001612560936
Bacteria,Proteobacteria,Legionellales,Gammaproteobacteria,Legionellaceae,Legionella,137,22001612560936
Bacteria,Proteobacteria,Legionellales,Gammaproteobacteria,Coxiellaceae,Aquicella,11,22001612560936
Bacteria,Proteobacteria,Methylococcales,Gammaproteobacteria,Methylococcaceae,Methylomonas,59,22001612560936
Bacteria,Proteobacteria,Methylococcales,Gammaproteobacteria,Methylococcaceae,Methylomicrobium,32,22001612560936
Bacteria,Proteobacteria,Methylococcales,Gammaproteobacteria,Methylococcaceae,Methylocaldum,11,22001612560936
Bacteria,Proteobacteria,Methylococcales,Gammaproteobacteria,Methylococcaceae,Methylococcus,10,22001612560936
Bacteria,Proteobacteria,Cellvibrionales,Gammaproteobacteria,Cellvibrionaceae,Cellvibrio,45,22001612560936
Bacteria,Proteobacteria,Cellvibrionales,Gammaproteobacteria,Halieaceae,Halioglobus,33,22001612560936
Bacteria,Proteobacteria,Cellvibrionales,Gammaproteobacteria,Microbulbiferaceae,Microbulbifer,28,22001612560936
Bacteria,Proteobacteria,Thiotrichales,Gammaproteobacteria,Francisellaceae,Francisella,53,22001612560936
Bacteria,Proteobacteria,Thiotrichales,Gammaproteobacteria,Piscirickettsiaceae,Thiomicrorhabdus,12,22001612560936
Bacteria,Proteobacteria,Thiotrichales,Gammaproteobacteria,Piscirickettsiaceae,Methylophaga,14,22001612560936
Bacteria,Proteobacteria,Thiotrichales,Gammaproteobacteria,Piscirickettsiaceae,Hydrogenovibrio,11,22001612560936
Bacteria,Proteobacteria,Nevskiales,Gammaproteobacteria,Sinobacteraceae,Solimonas,19,22001612560936
Bacteria,Proteobacteria,Immundisolibacterales,Gammaproteobacteria,Immundisolibacteraceae,Immundisolibacter,15,22001612560936
Bacteria,Proteobacteria,Acidiferrobacterales,Gammaproteobacteria,Acidiferrobacteraceae,Sulfurifustis,15,22001612560936
Bacteria,Proteobacteria,Salinisphaerales,Gammaproteobacteria,Salinisphaeraceae,Salinisphaera,12,22001612560936
Bacteria,Proteobacteria,Cardiobacteriales,Gammaproteobacteria,Cardiobacteriaceae,Cardiobacterium,11,22001612560936
Bacteria,Proteobacteria,,Gammaproteobacteria,,Sedimenticola,11,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Rhizobiaceae,Rhizobium,271,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Rhizobiaceae,Agrobacterium,193,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Rhizobiaceae,Neorhizobium,57,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Rhizobiaceae,Sinorhizobium,97,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Rhizobiaceae,Ensifer,38,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Rhizobiaceae,Liberibacter,11,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Bradyrhizobiaceae,Bradyrhizobium,317,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Bradyrhizobiaceae,Rhodopseudomonas,61,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Bradyrhizobiaceae,Bosea,42,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Bradyrhizobiaceae,Tardiphaga,18,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Bradyrhizobiaceae,Afipia,12,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Phyllobacteriaceae,Mesorhizobium,245,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Phyllobacteriaceae,Nitratireductor,44,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Phyllobacteriaceae,Hoeflea,29,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Phyllobacteriaceae,Aminobacter,18,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Methylobacteriaceae,Methylobacterium,184,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Methylobacteriaceae,Methylorubrum,64,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Methylobacteriaceae,Microvirga,10,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Xanthobacteraceae,Azorhizobium,26,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Xanthobacteraceae,Pseudolabrys,16,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Xanthobacteraceae,Labrys,15,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Xanthobacteraceae,Xanthobacter,20,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Xanthobacteraceae,Starkeya,14,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Hyphomicrobiaceae,Devosia,43,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Hyphomicrobiaceae,Blastochloris,30,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Hyphomicrobiaceae,Hyphomicrobium,16,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Brucellaceae,Ochrobactrum,39,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Brucellaceae,Brucella,40,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Bartonellaceae,Bartonella,67,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Aurantimonadaceae,Martelella,44,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Aurantimonadaceae,Aureimonas,14,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Methylocystaceae,Terasakiella,19,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Methylocystaceae,Pleomorphomonas,18,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Methylocystaceae,Methylocystis,11,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,Chelatococcaceae,Chelatococcus,33,22001612560936
Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria,,Hartmannibacter,12,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Paracoccus,141,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Rhodobacter,80,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Sulfitobacter,136,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Phaeobacter,59,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Celeribacter,58,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Leisingera,37,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Pannonibacter,81,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Ruegeria,35,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Ketogulonicigenium,34,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Labrenzia,30,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Boseongicola,25,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Roseovarius,27,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Rhodovulum,20,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Yoonia,19,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Rhodobaca,15,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Thalassococcus,13,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Epibacterium,16,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Gemmobacter,14,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Yangia,11,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Rhodobacteraceae,Pseudorhodobacter,10,22001612560936
Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria,Hyphomonadaceae,Hyphomonas,39,22001612560936
Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria,Sphingomonadaceae,Sphingomonas,205,22001612560936
Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria,Sphingomonadaceae,Sphingobium,177,22001612560936
Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria,Sphingomonadaceae,Sphingopyxis,110,22001612560936
Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria,Sphingomonadaceae,Novosphingobium,78,22001612560936
Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria,Sphingomonadaceae,Sphingorhabdus,26,22001612560936
Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria,Sphingomonadaceae,Sphingosinicella,15,22001612560936
Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria,Sphingomonadaceae,Blastomonas,15,22001612560936
Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria,Sphingomonadaceae,Rhizorhabdus,18,22001612560936
Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria,Sphingomonadaceae,Zymomonas,31,22001612560936
Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria,Erythrobacteraceae,Altererythrobacter,66,22001612560936
Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria,Erythrobacteraceae,Erythrobacter,58,22001612560936
Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria,Erythrobacteraceae,Porphyrobacter,42,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Rhodospirillaceae,Azospirillum,158,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Rhodospirillaceae,Magnetospirillum,70,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Rhodospirillaceae,Thalassospira,39,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Rhodospirillaceae,Rhodospirillum,64,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Rhodospirillaceae,Indioceanicola,21,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Rhodospirillaceae,Nitrospirillum,15,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Rhodospirillaceae,Ferrovibrio,14,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Rhodospirillaceae,Pararhodospirillum,11,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Rhodospirillaceae,Niveispirillum,11,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Acetobacteraceae,Komagataeibacter,89,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Acetobacteraceae,Acetobacter,81,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Acetobacteraceae,Gluconobacter,34,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Acetobacteraceae,Granulibacter,47,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Acetobacteraceae,Roseomonas,20,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Acetobacteraceae,Neokomagataea,17,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Acetobacteraceae,Gluconacetobacter,16,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Acetobacteraceae,Acidibrevibacterium,14,22001612560936
Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria,Acetobacteraceae,Swingsia,12,22001612560936
Bacteria,Proteobacteria,Caulobacterales,Alphaproteobacteria,Caulobacteraceae,Caulobacter,85,22001612560936
Bacteria,Proteobacteria,Caulobacterales,Alphaproteobacteria,Caulobacteraceae,Brevundimonas,85,22001612560936
Bacteria,Proteobacteria,Caulobacterales,Alphaproteobacteria,Caulobacteraceae,Asticcacaulis,20,22001612560936
Bacteria,Proteobacteria,Caulobacterales,Alphaproteobacteria,Caulobacteraceae,Phenylobacterium,16,22001612560936
Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria,Rickettsiaceae,Rickettsia,62,22001612560936
Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria,Anaplasmataceae,Anaplasma,10,22001612560936
Bacteria,Proteobacteria,,Alphaproteobacteria,,Phreatobacter,42,22001612560936
Bacteria,Proteobacteria,,Alphaproteobacteria,,Micavibrio,13,22001612560936
Bacteria,Proteobacteria,Pelagibacterales,Alphaproteobacteria,Pelagibacteraceae,Candidatus Pelagibacter,25,22001612560936
Bacteria,Proteobacteria,Holosporales,Alphaproteobacteria,Holosporaceae,Candidatus Cytomitobacter,16,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Burkholderiaceae,Burkholderia,726,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Burkholderiaceae,Cupriavidus,240,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Burkholderiaceae,Paraburkholderia,203,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Burkholderiaceae,Ralstonia,116,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Burkholderiaceae,Pandoraea,96,22001612560936
Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria,Burkholderiaceae,Polynucleobacter,34,22001612560936
