# contig	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
k99_412397	classified	based on 4/4 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	Roseburia: 1.00	not classified
k99_412450	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_412588	classified	based on 16/16 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;0.83;0.83;0.83;0.83;0.79;0.79	Bacteria: 1.00	Verrucomicrobia: 0.83	Verrucomicrobiae: 0.83	Verrucomicrobiales: 0.83	Akkermansiaceae: 0.79	Akkermansia*: 0.79	not classified
k99_412729	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_412893	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_412926	unclassified	hits not found in taxonomy files
k99_412963	classified	based on 9/9 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_413038	classified	based on 12/12 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.95	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 0.95	not classified	not classified
k99_413222	classified	based on 9/12 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_413338	classified	based on 11/11 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.56;0.56	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 0.56	Alistipes: 0.56	not classified
k99_413787	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_413861	classified	based on 8/8 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;0.82;0.82;0.82;0.82;0.82;0.82	Bacteria: 1.00	Verrucomicrobia: 0.82	Verrucomicrobiae: 0.82	Verrucomicrobiales: 0.82	Akkermansiaceae: 0.82	Akkermansia*: 0.82	not classified
k99_414046	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Tannerellaceae: 1.00	Parabacteroides: 1.00	not classified
k99_414229	classified	based on 4/4 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	not classified	not classified
k99_414300	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.93;0.93	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 0.93	Bacteroides: 0.93	not classified
k99_414413	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_414504	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_414666	classified	based on 9/9 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_414727	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_414980	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802;186803;572511	1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.83;0.83	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 0.83	Blautia: 0.83	not classified
k99_41520	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802;541000;216851;853	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.86;0.86	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Ruminococcaceae: 1.00	Faecalibacterium: 0.86	Faecalibacterium prausnitzii: 0.86
k99_415200	classified	based on 12/12 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.98;0.98	Bacteria: 1.00	Firmicutes: 0.98	not classified	not classified	not classified	not classified	not classified
k99_41521	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_415394	classified	based on 11/11 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_415579	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_415801	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	not classified
k99_415848	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_415984	classified	based on 16/16 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.93;0.90	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 0.93	Prevotella: 0.90	not classified
k99_416069	classified	based on 6/6 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_41613	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.81	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 0.81	not classified	not classified
k99_416224	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.95;0.95;0.95;0.95;0.95	Bacteria: 1.00	Bacteroidetes: 0.95	Bacteroidia: 0.95	Bacteroidales: 0.95	not classified	not classified	not classified
k99_416254	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838;2518605	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	Prevotella hominis: 1.00
k99_416575	classified	based on 4/4 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;1.00;1.00;0.71;0.71;0.71;0.71	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 0.71	Clostridiales: 0.71	Clostridiaceae: 0.71	Clostridium: 0.71	not classified
k99_417100	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_417193	classified	based on 8/8 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;0.71;0.71;0.71;0.71;0.71;0.71	Bacteria: 1.00	Verrucomicrobia: 0.71	Verrucomicrobiae: 0.71	Verrucomicrobiales: 0.71	Akkermansiaceae: 0.71	Akkermansia*: 0.71	not classified
k99_417438	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816;820	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	Bacteroides uniformis: 1.00
k99_417452	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_417558	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_417570	classified	based on 4/4 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_417621	classified	based on 13/13 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	not classified
k99_417648	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_417718	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	not classified	not classified
k99_417805	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_417958	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;333046;909656;821	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.95;0.95;0.95	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	NA	Phocaeicola: 0.95	Phocaeicola vulgatus: 0.95
k99_418191	classified	based on 3/3 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	not classified	not classified	not classified	not classified	not classified
k99_418340	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	not classified
k99_418381	classified	based on 8/8 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Clostridiaceae: 1.00	Clostridium: 1.00	not classified
k99_41859	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.77;0.77	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 0.77	Alistipes: 0.77	not classified
k99_418673	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_418753	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;333046;909656	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	NA	Phocaeicola: 1.00	not classified
k99_418888	classified	based on 2/2 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_41892	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;0.78;0.78;0.78;0.78;0.78;0.71;0.71	Bacteria: 1.00	Bacteroidetes: 0.78	Bacteroidia: 0.78	Bacteroidales: 0.78	Prevotellaceae: 0.71	Prevotella: 0.71	not classified
k99_419121	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_419282	classified	based on 1/5 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_419476	classified	based on 6/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;1926672;1852370*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotellamassilia: 1.00	Prevotellamassilia timonensis*: 1.00
k99_41948	classified	based on 6/6 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_419772	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	Roseburia: 1.00	not classified
k99_419777	classified	based on 8/8 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_419885	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_420104	classified	based on 4/4 ORFs	1;131567;2;1783272;1239;186801;186802;186803;572511	1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.77;0.77	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 0.77	Blautia: 0.77	not classified
k99_420182	classified	based on 5/5 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_420323	unclassified	hits not found in taxonomy files
k99_420378	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_420843	classified	based on 6/6 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_420994	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.90;0.90;0.90;0.90;0.90;0.90;0.90	Bacteria: 1.00	Bacteroidetes: 0.90	Bacteroidia: 0.90	Bacteroidales: 0.90	Bacteroidaceae: 0.90	Bacteroides: 0.90	not classified
k99_421085	classified	based on 12/12 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;0.58;0.58;0.58;0.58;0.58;0.58	Bacteria: 1.00	Verrucomicrobia: 0.58	Verrucomicrobiae: 0.58	Verrucomicrobiales: 0.58	Akkermansiaceae: 0.58	Akkermansia*: 0.58	not classified
k99_421153	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.67;0.67;0.67;0.67;0.67;0.67;0.67	Bacteria: 1.00	Bacteroidetes: 0.67	Bacteroidia: 0.67	Bacteroidales: 0.67	Rikenellaceae: 0.67	Alistipes: 0.67	not classified
k99_421445	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_421529	unclassified	hits not found in taxonomy files
k99_421666	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_421724	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.85;0.85	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 0.85	Bacteroides: 0.85	not classified
k99_421750	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.88;0.88;0.88;0.88;0.88;0.88;0.88	Bacteria: 1.00	Bacteroidetes: 0.88	Bacteroidia: 0.88	Bacteroidales: 0.88	Bacteroidaceae: 0.88	Bacteroides: 0.88	not classified
k99_421868	classified	based on 9/9 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_4220	classified	based on 6/6 ORFs	1;131567;2;1783272;1239;186801;186802;186803;572511	1.00;1.00;1.00;0.95;0.95;0.95;0.95;0.80;0.80	Bacteria: 1.00	Firmicutes: 0.95	Clostridia: 0.95	Clostridiales: 0.95	Lachnospiraceae: 0.80	Blautia: 0.80	not classified
k99_422080	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_422091	classified	based on 9/9 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;0.95;0.95;0.85;0.85	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 0.95	Clostridiales: 0.95	Lachnospiraceae: 0.85	Roseburia: 0.85	not classified
k99_422173	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.86;0.86;0.86;0.55;0.55	Bacteria: 1.00	Bacteroidetes: 0.86	Bacteroidia: 0.55	Bacteroidales: 0.55	not classified	not classified	not classified
k99_422289	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_422528	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_422542	classified	based on 1/1 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;1926672;1852370*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotellamassilia: 1.00	Prevotellamassilia timonensis*: 1.00
k99_422581	classified	based on 15/15 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_422888	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.86;0.86;0.86;0.86;0.86;0.86;0.86	Bacteria: 1.00	Bacteroidetes: 0.86	Bacteroidia: 0.86	Bacteroidales: 0.86	Bacteroidaceae: 0.86	Bacteroides: 0.86	not classified
k99_42300	classified	based on 6/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.80;0.80	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 0.80	Prevotella: 0.80	not classified
k99_423189	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_423244	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.98;0.98;0.98;0.98;0.98;0.98;0.98	Bacteria: 1.00	Bacteroidetes: 0.98	Bacteroidia: 0.98	Bacteroidales: 0.98	Bacteroidaceae: 0.98	Bacteroides: 0.98	not classified
k99_423450	classified	based on 1/8 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_423592	classified	based on 6/6 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;0.90;0.90	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 0.90	Clostridiales: 0.90	not classified	not classified	not classified
k99_423643	classified	based on 8/8 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_423687	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_423695	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_423852	classified	based on 11/11 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_42517	classified	based on 6/6 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Verrucomicrobia: 1.00	Verrucomicrobiae: 1.00	Verrucomicrobiales: 1.00	Akkermansiaceae: 1.00	Akkermansia*: 1.00	not classified
k99_42537	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.78;0.78;0.78;0.78;0.78;0.78;0.78	Bacteria: 1.00	Bacteroidetes: 0.78	Bacteroidia: 0.78	Bacteroidales: 0.78	Rikenellaceae: 0.78	Alistipes: 0.78	not classified
k99_42563	classified	based on 10/11 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
